4.0 , 160 , BarBossa ,  Brazilian
3.5 , 480 , Esperanto ,  Brazilian
4.0 , 110 , Rio Grande Churrascaria ,  Brazilian
4.0 , 123 , Favela ,  Brazilian
4.5 , 23 , Barzinho ,  Brazilian
3.0 , 213 , Miss Favela ,  Brazilian
4.5 , 28 , Beija Flor ,  Brazilian
5.0 , 32 , Sabor Unido ,  Brazilian
3.5 , 91 , Rainhas Churrascaria ,  Brazilian
3.5 , 113 , Zebu Grill Restaurant ,  Brazilian
4.0 , 40 , Pacifico's Fine Foods ,  Brazilian
4.0 , 292 , Ghenet Brooklyn ,  Breakfast
4.0 , 326 , Ponty Bistro ,  Breakfast
4.0 , 41 , B&B African-American ,  Breakfast
3.5 , 459 , Madiba Restaurant ,  Breakfast
3.5 , 324 , Braai ,  Breakfast
3.5 , 296 , Nomad ,  Breakfast
4.0 , 91 , Cafe Rue Dix ,  Breakfast
3.5 , 96 , Joloff Restaurant ,  Breakfast
4.0 , 46 , Keur Sokhna Restaurant ,  Breakfast
4.0 , 12 , Abidjan ,  Breakfast
4.0 , 127 , Massawa ,  Breakfast
3.5 , 69 , Africa Kine Restaurant ,  Breakfast
3.0 , 284 , Xai Xai South African Wine Bar ,  Breakfast
4.0 , 12 , La Savane ,  Breakfast
4.5 , 13 , Ebe Ye Yie ,  Breakfast
4.0 , 313 , Mesob Ethiopian Restaurant ,  Breakfast
4.5 , 13 , B & D Halal Restaurant ,  Breakfast
5.0 , 11 , Le Marecage ,  Breakfast
3.5 , 77 , Buka New York ,  Breakfast
4.5 , 9 , Farafina Cafe & Lounge Harlem ,  Breakfast
4.0 , 870 , The Little Owl ,  Breakfast
4.5 , 1542 , Gramercy Tavern ,  Breakfast
4.5 , 121 , Bondurants ,  Breakfast
4.0 , 529 , Westville ,  Breakfast
4.5 , 76 , The Eddy ,  Breakfast
4.5 , 96 , The Heath ,  Breakfast
4.0 , 427 , Brindle Room ,  Breakfast
4.0 , 237 , Distilled ,  Breakfast
4.0 , 687 , Westville ,  Breakfast
4.5 , 175 , Lot 2 ,  Breakfast
4.0 , 550 , Market Table ,  Breakfast
4.0 , 1098 , Perilla ,  Breakfast
4.0 , 510 , Marc Forgione ,  Breakfast
4.0 , 150 , Ichabod's ,  Breakfast
4.0 , 136 , Parker & Quinn ,  Breakfast
4.5 , 909 , Gotham Bar And Grill ,  Breakfast
4.0 , 724 , Salt & Fat ,  Breakfast
4.5 , 195 , Battersby ,  Breakfast
4.0 , 122 , B4 ,  Breakfast
4.0 , 1107 , Freemans ,  Breakfast
4.0 , 170 , Porteno Restaurant ,  Breakfast
4.0 , 351 , El Almacen ,  Breakfast
4.0 , 59 , La Fusta Restaurant ,  Breakfast
4.0 , 253 , Buenos Aires ,  Breakfast
4.0 , 133 , Choripan Rodizio ,  Breakfast
3.5 , 98 , Cafe Argentino ,  Breakfast
3.5 , 240 , Libertador ,  Breakfast
4.0 , 65 , Libertador ,  Breakfast
4.5 , 22 , Balvanera ,  Breakfast
3.5 , 158 , Novecento ,  Breakfast
4.0 , 68 , El Gauchito ,  Breakfast
4.5 , 41 , Stella's Empanadas ,  Breakfast
3.5 , 74 , Pampas Argentinas ,  Breakfast
4.0 , 83 , La Cabana Argentinan Steakhouse ,  Breakfast
4.5 , 62 , La Esquina Criolla ,  Breakfast
4.0 , 161 , Chimichurri Grill ,  Breakfast
4.0 , 128 , La Fusta Restaurant ,  Breakfast
4.0 , 63 , Puerto Madero Steakhouse ,  Breakfast
5.0 , 22 , Argentina Bakery Inc ,  Breakfast
3.5 , 67 , Estancia 460 ,  Breakfast
4.5 , 624 , Absolute Bagels ,  Breakfast
4.0 , 1227 , Ess-A-Bagel ,  Breakfast
4.5 , 336 , Best Bagel and Coffee ,  Breakfast
4.0 , 212 , Wonder Bagels ,  Breakfast
4.0 , 559 , Ess-a-Bagel ,  Breakfast
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Breakfast
4.0 , 287 , H & H Midtown Bagels East ,  Breakfast
4.5 , 324 , Brooklyn Bagel & Coffee Company ,  Breakfast
4.0 , 231 , Bagels on the Square ,  Breakfast
4.0 , 254 , The Bagel Store ,  Breakfast
4.0 , 258 , Bagelsmith ,  Breakfast
3.5 , 456 , Murray's Bagels ,  Breakfast
4.0 , 320 , Tompkins Square Bagels ,  Breakfast
3.5 , 271 , Leo's Bagels ,  Breakfast
4.0 , 169 , Bergen Bagels ,  Breakfast
4.0 , 117 , New York City Bagel Coffee House ,  Breakfast
4.0 , 142 , Bagel Works ,  Breakfast
4.5 , 57 , Graso Grill ,  Breakfast
4.0 , 118 , Bagel & Schmear ,  Breakfast
3.5 , 103 , Hoboken Hot Bagels ,  Breakfast
4.0 , 846 , Mighty Quinn's Barbeque ,  Breakfast
4.5 , 139 , Brooklyn Ice House ,  Breakfast
4.0 , 1690 , Fette Sau ,  Breakfast
4.0 , 211 , Hometown Bar-B-Que ,  Breakfast
4.0 , 544 , Butcher Bar ,  Breakfast
4.0 , 551 , Dinosaur Bar-B-Que ,  Breakfast
4.5 , 41 , incrediBALLS ,  Breakfast
4.0 , 267 , BrisketTown ,  Breakfast
4.0 , 1833 , Dinosaur Bar-B-Que ,  Breakfast
4.5 , 42 , Humo Smokehouse ,  Breakfast
4.0 , 365 , Mable's Smokehouse and Banquet Hall ,  Breakfast
4.0 , 204 , Morgan's Barbecue ,  Breakfast
4.0 , 822 , SoCo ,  Breakfast
3.5 , 1442 , Hill Country Barbecue Market ,  Breakfast
4.0 , 43 , Mighty Quinn's Barbeque ,  Breakfast
3.5 , 257 , John Brown Smokehouse ,  Breakfast
4.5 , 56 , Brazeiro Churrascaria ,  Breakfast
4.5 , 42 , Mighty Quinn's ,  Breakfast
4.0 , 38 , Mighty Quinn's Barbeque ,  Breakfast
3.5 , 395 , The Strand Smokehouse ,  Breakfast
4.0 , 752 , Petite Abeille ,  Breakfast
4.0 , 228 , BXL East ,  Breakfast
4.0 , 161 , BXL Zoute ,  Breakfast
4.0 , 243 , B Cafe ,  Breakfast
4.0 , 198 , B Cafe West ,  Breakfast
3.5 , 363 , BXL Cafe ,  Breakfast
4.0 , 107 , Belgian Room ,  Breakfast
3.5 , 44 , Belgian Beer Cafe 'NoMad' ,  Breakfast
4.0 , 2929 , Pommes Frites ,  Breakfast
3.5 , 187 , Petite Abeille ,  Breakfast
3.5 , 424 , Markt ,  Breakfast
3.5 , 252 , Petite Abeille ,  Breakfast
4.5 , 542 , Flex Mussels ,  Breakfast
4.0 , 410 , Vol de Nuit ,  Breakfast
4.0 , 98 , Brasserie Magritte ,  Breakfast
4.0 , 21 , The Jolly Monk - Belgian Beer Bar & Grill ,  Breakfast
4.0 , 621 , Blind Tiger Ale House ,  Breakfast
4.0 , 347 , Spuyten Duyvil ,  Breakfast
3.5 , 527 , Resto ,  Breakfast
4.0 , 182 , Maoz Vegetarian ,  Breakfast
4.0 , 320 , Ipanema Restaurant ,  Breakfast
4.0 , 722 , Churrascaria Plataforma ,  Breakfast
4.5 , 56 , Brazeiro Churrascaria ,  Breakfast
4.0 , 191 ,  Breakfast
4.0 , 233 , Beco ,  Breakfast
4.0 , 45 , Churrasquiera Europa ,  Breakfast
4.5 , 164 , Villa Brazil Cafe Grill ,  Breakfast
4.0 , 195 , Berimbau Do Brasil ,  Breakfast
4.0 , 132 , Copacabana ,  Breakfast
4.0 , 160 , BarBossa ,  Breakfast
3.5 , 480 , Esperanto ,  Breakfast
4.0 , 110 , Rio Grande Churrascaria ,  Breakfast
4.0 , 123 , Favela ,  Breakfast
4.5 , 23 , Barzinho ,  Breakfast
3.0 , 213 , Miss Favela ,  Breakfast
4.5 , 28 , Beija Flor ,  Breakfast
5.0 , 32 , Sabor Unido ,  Breakfast
3.5 , 91 , Rainhas Churrascaria ,  Breakfast
3.5 , 113 , Zebu Grill Restaurant ,  Breakfast
4.0 , 40 , Pacifico's Fine Foods ,  Breakfast
4.5 , 336 , Best Bagel and Coffee ,  Breakfast
4.5 , 190 , Scratch Bread ,  Breakfast
4.0 , 435 , Johny's Luncheonette ,  Breakfast
5.0 , 22 , re.union ,  Breakfast
4.0 , 499 , MUD ,  Breakfast
4.5 , 140 ,  Breakfast
4.5 , 35 , Sharkey's Cafe ,  Breakfast
4.5 , 93 , Richol Cafe & Bakery ,  Breakfast
4.5 , 94 , Penny House Cafe ,  Breakfast
5.0 , 56 , Mountain Province ,  Breakfast
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Breakfast
4.0 , 741 , Tom's ,  Breakfast
3.5 , 699 , Brownstone Diner & Pancake Factory ,  Breakfast
4.5 , 45 , 51st Bakery and Cafe ,  Breakfast
4.5 , 70 , Bluestone Lane Coffee ,  Breakfast
4.0 , 175 , La Bonbonniere ,  Breakfast
4.5 , 273 , New Kam Hing Coffee Shop ,  Breakfast
4.5 , 150 , Rex ,  Breakfast
4.0 , 183 , The Warehouse Cafe ,  Breakfast
4.5 , 44 , Eagle Trading ,  Breakfast
4.0 , 292 , Ghenet Brooklyn ,  Brunch
4.0 , 326 , Ponty Bistro ,  Brunch
4.0 , 41 , B&B African-American ,  Brunch
3.5 , 459 , Madiba Restaurant ,  Brunch
3.5 , 324 , Braai ,  Brunch
3.5 , 296 , Nomad ,  Brunch
4.0 , 91 , Cafe Rue Dix ,  Brunch
3.5 , 96 , Joloff Restaurant ,  Brunch
4.0 , 46 , Keur Sokhna Restaurant ,  Brunch
4.0 , 12 , Abidjan ,  Brunch
4.0 , 127 , Massawa ,  Brunch
3.5 , 69 , Africa Kine Restaurant ,  Brunch
3.0 , 284 , Xai Xai South African Wine Bar ,  Brunch
4.0 , 12 , La Savane ,  Brunch
4.5 , 13 , Ebe Ye Yie ,  Brunch
4.0 , 313 , Mesob Ethiopian Restaurant ,  Brunch
4.5 , 13 , B & D Halal Restaurant ,  Brunch
5.0 , 11 , Le Marecage ,  Brunch
3.5 , 77 , Buka New York ,  Brunch
4.5 , 9 , Farafina Cafe & Lounge Harlem ,  Brunch
4.0 , 870 , The Little Owl ,  Brunch
4.5 , 1542 , Gramercy Tavern ,  Brunch
4.5 , 121 , Bondurants ,  Brunch
4.0 , 529 , Westville ,  Brunch
4.5 , 76 , The Eddy ,  Brunch
4.5 , 96 , The Heath ,  Brunch
4.0 , 427 , Brindle Room ,  Brunch
4.0 , 237 , Distilled ,  Brunch
4.0 , 687 , Westville ,  Brunch
4.5 , 175 , Lot 2 ,  Brunch
4.0 , 550 , Market Table ,  Brunch
4.0 , 1098 , Perilla ,  Brunch
4.0 , 510 , Marc Forgione ,  Brunch
4.0 , 150 , Ichabod's ,  Brunch
4.0 , 136 , Parker & Quinn ,  Brunch
4.5 , 909 , Gotham Bar And Grill ,  Brunch
4.0 , 724 , Salt & Fat ,  Brunch
4.5 , 195 , Battersby ,  Brunch
4.0 , 122 , B4 ,  Brunch
4.0 , 1107 , Freemans ,  Brunch
4.0 , 170 , Porteno Restaurant ,  Brunch
4.0 , 351 , El Almacen ,  Brunch
4.0 , 59 , La Fusta Restaurant ,  Brunch
4.0 , 253 , Buenos Aires ,  Brunch
4.0 , 133 , Choripan Rodizio ,  Brunch
3.5 , 98 , Cafe Argentino ,  Brunch
3.5 , 240 , Libertador ,  Brunch
4.0 , 65 , Libertador ,  Brunch
4.5 , 22 , Balvanera ,  Brunch
3.5 , 158 , Novecento ,  Brunch
4.0 , 68 , El Gauchito ,  Brunch
4.5 , 41 , Stella's Empanadas ,  Brunch
3.5 , 74 , Pampas Argentinas ,  Brunch
4.0 , 83 , La Cabana Argentinan Steakhouse ,  Brunch
4.5 , 62 , La Esquina Criolla ,  Brunch
4.0 , 161 , Chimichurri Grill ,  Brunch
4.0 , 128 , La Fusta Restaurant ,  Brunch
4.0 , 63 , Puerto Madero Steakhouse ,  Brunch
5.0 , 22 , Argentina Bakery Inc ,  Brunch
3.5 , 67 , Estancia 460 ,  Brunch
4.5 , 624 , Absolute Bagels ,  Brunch
4.0 , 1227 , Ess-A-Bagel ,  Brunch
4.5 , 336 , Best Bagel and Coffee ,  Brunch
4.0 , 212 , Wonder Bagels ,  Brunch
4.0 , 559 , Ess-a-Bagel ,  Brunch
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Brunch
4.0 , 287 , H & H Midtown Bagels East ,  Brunch
4.5 , 324 , Brooklyn Bagel & Coffee Company ,  Brunch
4.0 , 231 , Bagels on the Square ,  Brunch
4.0 , 254 , The Bagel Store ,  Brunch
4.0 , 258 , Bagelsmith ,  Brunch
3.5 , 456 , Murray's Bagels ,  Brunch
4.0 , 320 , Tompkins Square Bagels ,  Brunch
3.5 , 271 , Leo's Bagels ,  Brunch
4.0 , 169 , Bergen Bagels ,  Brunch
4.0 , 117 , New York City Bagel Coffee House ,  Brunch
4.0 , 142 , Bagel Works ,  Brunch
4.5 , 57 , Graso Grill ,  Brunch
4.0 , 118 , Bagel & Schmear ,  Brunch
3.5 , 103 , Hoboken Hot Bagels ,  Brunch
4.0 , 846 , Mighty Quinn's Barbeque ,  Brunch
4.5 , 139 , Brooklyn Ice House ,  Brunch
4.0 , 1690 , Fette Sau ,  Brunch
4.0 , 211 , Hometown Bar-B-Que ,  Brunch
4.0 , 544 , Butcher Bar ,  Brunch
4.0 , 551 , Dinosaur Bar-B-Que ,  Brunch
4.5 , 41 , incrediBALLS ,  Brunch
4.0 , 267 , BrisketTown ,  Brunch
4.0 , 1833 , Dinosaur Bar-B-Que ,  Brunch
4.5 , 42 , Humo Smokehouse ,  Brunch
4.0 , 365 , Mable's Smokehouse and Banquet Hall ,  Brunch
4.0 , 204 , Morgan's Barbecue ,  Brunch
4.0 , 822 , SoCo ,  Brunch
3.5 , 1442 , Hill Country Barbecue Market ,  Brunch
4.0 , 43 , Mighty Quinn's Barbeque ,  Brunch
3.5 , 257 , John Brown Smokehouse ,  Brunch
4.5 , 56 , Brazeiro Churrascaria ,  Brunch
4.5 , 42 , Mighty Quinn's ,  Brunch
4.0 , 38 , Mighty Quinn's Barbeque ,  Brunch
3.5 , 395 , The Strand Smokehouse ,  Brunch
4.0 , 752 , Petite Abeille ,  Brunch
4.0 , 228 , BXL East ,  Brunch
4.0 , 161 , BXL Zoute ,  Brunch
4.0 , 243 , B Cafe ,  Brunch
4.0 , 198 , B Cafe West ,  Brunch
3.5 , 363 , BXL Cafe ,  Brunch
4.0 , 107 , Belgian Room ,  Brunch
3.5 , 44 , Belgian Beer Cafe 'NoMad' ,  Brunch
4.0 , 2929 , Pommes Frites ,  Brunch
3.5 , 187 , Petite Abeille ,  Brunch
3.5 , 424 , Markt ,  Brunch
3.5 , 252 , Petite Abeille ,  Brunch
4.5 , 542 , Flex Mussels ,  Brunch
4.0 , 410 , Vol de Nuit ,  Brunch
4.0 , 98 , Brasserie Magritte ,  Brunch
4.0 , 21 , The Jolly Monk - Belgian Beer Bar & Grill ,  Brunch
4.0 , 621 , Blind Tiger Ale House ,  Brunch
4.0 , 347 , Spuyten Duyvil ,  Brunch
3.5 , 527 , Resto ,  Brunch
4.0 , 182 , Maoz Vegetarian ,  Brunch
4.0 , 320 , Ipanema Restaurant ,  Brunch
4.0 , 722 , Churrascaria Plataforma ,  Brunch
4.5 , 56 , Brazeiro Churrascaria ,  Brunch
4.0 , 191 ,  Brunch
4.0 , 233 , Beco ,  Brunch
4.0 , 45 , Churrasquiera Europa ,  Brunch
4.5 , 164 , Villa Brazil Cafe Grill ,  Brunch
4.0 , 195 , Berimbau Do Brasil ,  Brunch
4.0 , 132 , Copacabana ,  Brunch
4.0 , 160 , BarBossa ,  Brunch
3.5 , 480 , Esperanto ,  Brunch
4.0 , 110 , Rio Grande Churrascaria ,  Brunch
4.0 , 123 , Favela ,  Brunch
4.5 , 23 , Barzinho ,  Brunch
3.0 , 213 , Miss Favela ,  Brunch
4.5 , 28 , Beija Flor ,  Brunch
5.0 , 32 , Sabor Unido ,  Brunch
3.5 , 91 , Rainhas Churrascaria ,  Brunch
3.5 , 113 , Zebu Grill Restaurant ,  Brunch
4.0 , 40 , Pacifico's Fine Foods ,  Brunch
4.5 , 336 , Best Bagel and Coffee ,  Brunch
4.5 , 190 , Scratch Bread ,  Brunch
4.0 , 435 , Johny's Luncheonette ,  Brunch
5.0 , 22 , re.union ,  Brunch
4.0 , 499 , MUD ,  Brunch
4.5 , 140 ,  Brunch
4.5 , 35 , Sharkey's Cafe ,  Brunch
4.5 , 93 , Richol Cafe & Bakery ,  Brunch
4.5 , 94 , Penny House Cafe ,  Brunch
5.0 , 56 , Mountain Province ,  Brunch
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Brunch
4.0 , 741 , Tom's ,  Brunch
3.5 , 699 , Brownstone Diner & Pancake Factory ,  Brunch
4.5 , 45 , 51st Bakery and Cafe ,  Brunch
4.5 , 70 , Bluestone Lane Coffee ,  Brunch
4.0 , 175 , La Bonbonniere ,  Brunch
4.5 , 273 , New Kam Hing Coffee Shop ,  Brunch
4.5 , 150 , Rex ,  Brunch
4.0 , 183 , The Warehouse Cafe ,  Brunch
4.5 , 44 , Eagle Trading ,  Brunch
4.5 , 239 , House of Small Wonder ,  Brunch
4.0 , 302 , Friedman's ,  Brunch
5.0 , 37 , Lunitas ,  Brunch
5.0 , 55 , Cafe Talya ,  Brunch
4.0 , 201 , Sam A.M. Cafe ,  Brunch
4.0 , 616 , Nook ,  Brunch
4.5 , 190 , Scratch Bread ,  Brunch
4.0 , 2460 , Clinton St. Baking Company ,  Brunch
4.5 , 175 , Little Collins ,  Brunch
4.0 , 627 , Tartine ,  Brunch
4.0 , 1229 ,  Brunch
4.5 , 271 ,  Brunch
4.0 , 976 , Buttermilk Channel ,  Brunch
4.0 , 594 , Le Barricou ,  Brunch
4.0 , 668 , The Farm On Adderley ,  Brunch
4.0 , 752 , Petite Abeille ,  Brunch
5.0 , 64 , BeeHive Oven Biscuit Cafe ,  Brunch
4.0 , 541 , Stone Park Cafe ,  Brunch
4.0 , 1107 , Freemans ,  Brunch
4.0 , 636 , Cafe Luluc ,  Brunch
4.0 , 292 , Ghenet Brooklyn ,  Bubble Tea
4.0 , 326 , Ponty Bistro ,  Bubble Tea
4.0 , 41 , B&B African-American ,  Bubble Tea
3.5 , 459 , Madiba Restaurant ,  Bubble Tea
3.5 , 324 , Braai ,  Bubble Tea
3.5 , 296 , Nomad ,  Bubble Tea
4.0 , 91 , Cafe Rue Dix ,  Bubble Tea
3.5 , 96 , Joloff Restaurant ,  Bubble Tea
4.0 , 46 , Keur Sokhna Restaurant ,  Bubble Tea
4.0 , 12 , Abidjan ,  Bubble Tea
4.0 , 127 , Massawa ,  Bubble Tea
3.5 , 69 , Africa Kine Restaurant ,  Bubble Tea
3.0 , 284 , Xai Xai South African Wine Bar ,  Bubble Tea
4.0 , 12 , La Savane ,  Bubble Tea
4.5 , 13 , Ebe Ye Yie ,  Bubble Tea
4.0 , 313 , Mesob Ethiopian Restaurant ,  Bubble Tea
4.5 , 13 , B & D Halal Restaurant ,  Bubble Tea
5.0 , 11 , Le Marecage ,  Bubble Tea
3.5 , 77 , Buka New York ,  Bubble Tea
4.5 , 9 , Farafina Cafe & Lounge Harlem ,  Bubble Tea
4.0 , 870 , The Little Owl ,  Bubble Tea
4.5 , 1542 , Gramercy Tavern ,  Bubble Tea
4.5 , 121 , Bondurants ,  Bubble Tea
4.0 , 529 , Westville ,  Bubble Tea
4.5 , 76 , The Eddy ,  Bubble Tea
4.5 , 96 , The Heath ,  Bubble Tea
4.0 , 427 , Brindle Room ,  Bubble Tea
4.0 , 237 , Distilled ,  Bubble Tea
4.0 , 687 , Westville ,  Bubble Tea
4.5 , 175 , Lot 2 ,  Bubble Tea
4.0 , 550 , Market Table ,  Bubble Tea
4.0 , 1098 , Perilla ,  Bubble Tea
4.0 , 510 , Marc Forgione ,  Bubble Tea
4.0 , 150 , Ichabod's ,  Bubble Tea
4.0 , 136 , Parker & Quinn ,  Bubble Tea
4.5 , 909 , Gotham Bar And Grill ,  Bubble Tea
4.0 , 724 , Salt & Fat ,  Bubble Tea
4.5 , 195 , Battersby ,  Bubble Tea
4.0 , 122 , B4 ,  Bubble Tea
4.0 , 1107 , Freemans ,  Bubble Tea
4.0 , 170 , Porteno Restaurant ,  Bubble Tea
4.0 , 351 , El Almacen ,  Bubble Tea
4.0 , 59 , La Fusta Restaurant ,  Bubble Tea
4.0 , 253 , Buenos Aires ,  Bubble Tea
4.0 , 133 , Choripan Rodizio ,  Bubble Tea
3.5 , 98 , Cafe Argentino ,  Bubble Tea
3.5 , 240 , Libertador ,  Bubble Tea
4.0 , 65 , Libertador ,  Bubble Tea
4.5 , 22 , Balvanera ,  Bubble Tea
3.5 , 158 , Novecento ,  Bubble Tea
4.0 , 68 , El Gauchito ,  Bubble Tea
4.5 , 41 , Stella's Empanadas ,  Bubble Tea
3.5 , 74 , Pampas Argentinas ,  Bubble Tea
4.0 , 83 , La Cabana Argentinan Steakhouse ,  Bubble Tea
4.5 , 62 , La Esquina Criolla ,  Bubble Tea
4.0 , 161 , Chimichurri Grill ,  Bubble Tea
4.0 , 128 , La Fusta Restaurant ,  Bubble Tea
4.0 , 63 , Puerto Madero Steakhouse ,  Bubble Tea
5.0 , 22 , Argentina Bakery Inc ,  Bubble Tea
3.5 , 67 , Estancia 460 ,  Bubble Tea
4.5 , 624 , Absolute Bagels ,  Bubble Tea
4.0 , 1227 , Ess-A-Bagel ,  Bubble Tea
4.5 , 336 , Best Bagel and Coffee ,  Bubble Tea
4.0 , 212 , Wonder Bagels ,  Bubble Tea
4.0 , 559 , Ess-a-Bagel ,  Bubble Tea
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Bubble Tea
4.0 , 287 , H & H Midtown Bagels East ,  Bubble Tea
4.5 , 324 , Brooklyn Bagel & Coffee Company ,  Bubble Tea
4.0 , 231 , Bagels on the Square ,  Bubble Tea
4.0 , 254 , The Bagel Store ,  Bubble Tea
4.0 , 258 , Bagelsmith ,  Bubble Tea
3.5 , 456 , Murray's Bagels ,  Bubble Tea
4.0 , 320 , Tompkins Square Bagels ,  Bubble Tea
3.5 , 271 , Leo's Bagels ,  Bubble Tea
4.0 , 169 , Bergen Bagels ,  Bubble Tea
4.0 , 117 , New York City Bagel Coffee House ,  Bubble Tea
4.0 , 142 , Bagel Works ,  Bubble Tea
4.5 , 57 , Graso Grill ,  Bubble Tea
4.0 , 118 , Bagel & Schmear ,  Bubble Tea
3.5 , 103 , Hoboken Hot Bagels ,  Bubble Tea
4.0 , 846 , Mighty Quinn's Barbeque ,  Bubble Tea
4.5 , 139 , Brooklyn Ice House ,  Bubble Tea
4.0 , 1690 , Fette Sau ,  Bubble Tea
4.0 , 211 , Hometown Bar-B-Que ,  Bubble Tea
4.0 , 544 , Butcher Bar ,  Bubble Tea
4.0 , 551 , Dinosaur Bar-B-Que ,  Bubble Tea
4.5 , 41 , incrediBALLS ,  Bubble Tea
4.0 , 267 , BrisketTown ,  Bubble Tea
4.0 , 1833 , Dinosaur Bar-B-Que ,  Bubble Tea
4.5 , 42 , Humo Smokehouse ,  Bubble Tea
4.0 , 365 , Mable's Smokehouse and Banquet Hall ,  Bubble Tea
4.0 , 204 , Morgan's Barbecue ,  Bubble Tea
4.0 , 822 , SoCo ,  Bubble Tea
3.5 , 1442 , Hill Country Barbecue Market ,  Bubble Tea
4.0 , 43 , Mighty Quinn's Barbeque ,  Bubble Tea
3.5 , 257 , John Brown Smokehouse ,  Bubble Tea
4.5 , 56 , Brazeiro Churrascaria ,  Bubble Tea
4.5 , 42 , Mighty Quinn's ,  Bubble Tea
4.0 , 38 , Mighty Quinn's Barbeque ,  Bubble Tea
3.5 , 395 , The Strand Smokehouse ,  Bubble Tea
4.0 , 752 , Petite Abeille ,  Bubble Tea
4.0 , 228 , BXL East ,  Bubble Tea
4.0 , 161 , BXL Zoute ,  Bubble Tea
4.0 , 243 , B Cafe ,  Bubble Tea
4.0 , 198 , B Cafe West ,  Bubble Tea
3.5 , 363 , BXL Cafe ,  Bubble Tea
4.0 , 107 , Belgian Room ,  Bubble Tea
3.5 , 44 , Belgian Beer Cafe 'NoMad' ,  Bubble Tea
4.0 , 2929 , Pommes Frites ,  Bubble Tea
3.5 , 187 , Petite Abeille ,  Bubble Tea
3.5 , 424 , Markt ,  Bubble Tea
3.5 , 252 , Petite Abeille ,  Bubble Tea
4.5 , 542 , Flex Mussels ,  Bubble Tea
4.0 , 410 , Vol de Nuit ,  Bubble Tea
4.0 , 98 , Brasserie Magritte ,  Bubble Tea
4.0 , 21 , The Jolly Monk - Belgian Beer Bar & Grill ,  Bubble Tea
4.0 , 621 , Blind Tiger Ale House ,  Bubble Tea
4.0 , 347 , Spuyten Duyvil ,  Bubble Tea
3.5 , 527 , Resto ,  Bubble Tea
4.0 , 182 , Maoz Vegetarian ,  Bubble Tea
4.0 , 320 , Ipanema Restaurant ,  Bubble Tea
4.0 , 722 , Churrascaria Plataforma ,  Bubble Tea
4.5 , 56 , Brazeiro Churrascaria ,  Bubble Tea
4.0 , 191 ,  Bubble Tea
4.0 , 233 , Beco ,  Bubble Tea
4.0 , 45 , Churrasquiera Europa ,  Bubble Tea
4.5 , 164 , Villa Brazil Cafe Grill ,  Bubble Tea
4.0 , 195 , Berimbau Do Brasil ,  Bubble Tea
4.0 , 132 , Copacabana ,  Bubble Tea
4.0 , 160 , BarBossa ,  Bubble Tea
3.5 , 480 , Esperanto ,  Bubble Tea
4.0 , 110 , Rio Grande Churrascaria ,  Bubble Tea
4.0 , 123 , Favela ,  Bubble Tea
4.5 , 23 , Barzinho ,  Bubble Tea
3.0 , 213 , Miss Favela ,  Bubble Tea
4.5 , 28 , Beija Flor ,  Bubble Tea
5.0 , 32 , Sabor Unido ,  Bubble Tea
3.5 , 91 , Rainhas Churrascaria ,  Bubble Tea
3.5 , 113 , Zebu Grill Restaurant ,  Bubble Tea
4.0 , 40 , Pacifico's Fine Foods ,  Bubble Tea
4.5 , 336 , Best Bagel and Coffee ,  Bubble Tea
4.5 , 190 , Scratch Bread ,  Bubble Tea
4.0 , 435 , Johny's Luncheonette ,  Bubble Tea
5.0 , 22 , re.union ,  Bubble Tea
4.0 , 499 , MUD ,  Bubble Tea
4.5 , 140 ,  Bubble Tea
4.5 , 35 , Sharkey's Cafe ,  Bubble Tea
4.5 , 93 , Richol Cafe & Bakery ,  Bubble Tea
4.5 , 94 , Penny House Cafe ,  Bubble Tea
5.0 , 56 , Mountain Province ,  Bubble Tea
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Bubble Tea
4.0 , 741 , Tom's ,  Bubble Tea
3.5 , 699 , Brownstone Diner & Pancake Factory ,  Bubble Tea
4.5 , 45 , 51st Bakery and Cafe ,  Bubble Tea
4.5 , 70 , Bluestone Lane Coffee ,  Bubble Tea
4.0 , 175 , La Bonbonniere ,  Bubble Tea
4.5 , 273 , New Kam Hing Coffee Shop ,  Bubble Tea
4.5 , 150 , Rex ,  Bubble Tea
4.0 , 183 , The Warehouse Cafe ,  Bubble Tea
4.5 , 44 , Eagle Trading ,  Bubble Tea
4.5 , 239 , House of Small Wonder ,  Bubble Tea
4.0 , 302 , Friedman's ,  Bubble Tea
5.0 , 37 , Lunitas ,  Bubble Tea
5.0 , 55 , Cafe Talya ,  Bubble Tea
4.0 , 201 , Sam A.M. Cafe ,  Bubble Tea
4.0 , 616 , Nook ,  Bubble Tea
4.5 , 190 , Scratch Bread ,  Bubble Tea
4.0 , 2460 , Clinton St. Baking Company ,  Bubble Tea
4.5 , 175 , Little Collins ,  Bubble Tea
4.0 , 627 , Tartine ,  Bubble Tea
4.0 , 1229 ,  Bubble Tea
4.5 , 271 ,  Bubble Tea
4.0 , 976 , Buttermilk Channel ,  Bubble Tea
4.0 , 594 , Le Barricou ,  Bubble Tea
